5890006;Abisinia;5890
5890007;Bengala;5890
5890008;Bareño;5890
5893000;Casabe;5893
5893002;San Luis Beltrán;5893
5893003;San Miguel Del Tigre;5893
5893004;Cuatro Bocas;5893
5893005;San Francisco;5893
5893007;Américas;5893
5893008;Bagre;5893
5893009;Bocas De Barbacoas;5893
5893010;Bodegas;5893
5893011;Campo Vijao;5893
5893012;Congoja;5893
5893013;Poza;5893
5893014;Puerto Mango;5893
5893015;Puerto Matilde;5893
5893016;Puerto Nuevo;5893
5893017;Puerto Tamos;5893
5895000;Zaragoza;5895
5895002;El Real;5895
5895003;Buenos Aires;5895
5895004;Pato;5895
5895007;Puerto Colombia;5895
5895008;Vegas De Segovia;5895
8001000;Distrito Especial, Industrial Y Portuario De Barranquilla;8001
8001001;Juan Mina;8001
8001005;Pinar Del Rio;8001
8078000;Baranoa;8078
8078001;Campeche;8078
8078002;Pital;8078
8078003;Sibarco;8078
8137000;Campo De La Cruz;8137
8137001;Bohórquez;8137
8141000;Candelaria;8141
8141001;San José Del Carretal;8141
8141002;Buenaventura De Leña;8141
8296000;Galapa;8296
8296001;Paluato;8296
8372000;Juan De Acosta;8372
8372001;Bocatocino;8372
8372002;Chorrera;8372
8372003;San José De Saco;8372
8372004;Santa Verónica;8372
8372007;Urbanización Punta Cangrejo;8372
8421000;Luruaco;8421
8421001;Arroyo De Piedra;8421
8421002;Palmar De Candelaria;8421
8421003;Los Pendales;8421
8421004;San Juan De Tocagua;8421
8421005;Santa Cruz;8421
8421006;Los Límites;8421
8421007;La Puntica;8421
8421012;Barrigón;8421
8421013;Socavón;8421
8433000;Malambo;8433
8433001;Caracolí;8433
8433004;La Aguada;8433
8433005;Pitalito;8433
8436000;Manatí;8436
8436001;El Porvenir (Las Compuertas);8436
8520000;Palmar De Varela;8520
8520001;Burruscos;8520
8549000;Piojó;8549
8549001;Aguas Vivas;8549
8549003;Hibacharo;8549
8558000;Polonuevo;8558
8558001;Pital Del Carlín (Pitalito);8558
8560000;Ponedera;8560
8560001;La Retirada;8560
8560002;Martillo;8560
8560003;Puerto Giraldo;8560
8560004;Santa Rita;8560
8560007;Cascajal;8560
8573000;Puerto Colombia;8573
8573002;Salgar;8573
8573003;Sabanilla (Monte Carmelo);8573
8573004;Urbanización Barranquilla Sport Club;8573
8573005;Country Club Villas;8573
8573006;Country Mar;8573
8573007;Lagos De Caujaral;8573
8573008;Villa Campestre;8573
8606000;Repelón;8606
8606001;Arroyo Negro;8606
8606002;Cien Pesos;8606
8606003;Las Tablas;8606
8606004;Rotinet;8606
8606005;Villa Rosa;8606
8606006;El Porvenir (Las Compuertas);8606
8634000;Sabanagrande;8634
8638000;Sabanalarga;8638
8638001;Aguada De Pablo;8638
8638002;Cascajal;8638
8638003;Colombia;8638
8638004;Isabel López;8638
8638005;La Peña;8638
8638006;Molinero;8638
8638007;Mirador;8638
8638008;Gallego;8638
8638010;Patilla;8638
8675000;Santa Lucía;8675
8675001;Algodonal;8675
8685000;Santo Tomás;8685
8685001;El Uvito;8685
8758000;Soledad;8758
8770000;Suan;8770
8832000;Tubará;8832
8832001;Cuatro Bocas;8832
8832002;El Morro;8832
8832003;Guaimaral;8832
8832004;Juaruco;8832
8832010;Playa Mendoza;8832
8832011;Playas De Edrimán;8832
8832012;Villas De Palmarito;8832
8849000;Usiacurí;8849
11001000;Bogotá, D.C.;11001
11001002;Nazareth;11001
11001005;San Juan De Sumapaz;11001
11001006;Mochuelo Abajo;11001
11001007;Pasquilla;11001
11001008;San Juan;11001
11001009;Betania;11001
11001010;La Unión;11001
13001000;Distrito Turístico Y Cultural De Cartagena De Indias;13001
13001001;Arroyo De Piedra;13001
13001002;Arroyo Grande;13001
13001003;Barú;13001
13001004;Bayunca;13001
13001005;Bocachica;13001
13001006;Caño Del Oro;13001
13001007;Isla Fuerte;13001
13001008;La Boquilla;13001
13001009;Pasacaballos;13001
13001010;Punta Canoa;13001
13001012;Santa Ana;13001
13001013;Tierra Bomba;13001
13001014;Punta Arena;13001
13001015;Ararca;13001
13001016;Leticia;13001
13001017;Archipielago De San Bernardo;13001
13001018;El Recreo;13001
13001019;Puerto Rey;13001
13001020;Pontezuela;13001
13001021;Islas Del Rosario;13001
13001022;Palenquillo;13001
13001023;Piedrecitas;13001
13001024;Playa Dorada;13001
13001026;Arroyo De Las Canoas;13001
13001027;El Pueblito;13001
13001028;Las Europas;13001
13001029;Manzanillo Del Mar;13001
13001030;Tierra Baja;13001
13001032;Boquillita;13001
13001033;Membrillal;13001
13006000;Achí;13006
13006002;Boyacá;13006
13006003;Buenavista;13006
13006005;Algarrobo;13006
13006007;Guacamayo;13006
13006008;Guamo;13006
13006011;Playalta;13006
13006013;Río Negro;13006
13006015;Tacuyalta;13006
13006017;Tres Cruces;13006
13006019;Payandé;13006
13006020;Río Nuevo;13006
13006021;Buenos Aires;13006
13006022;Puerto Isabel;13006
13006029;Palenquillo;13006
13006030;Centro Alegre;13006
13006033;Puerto Venecia;13006
13006035;Santa Lucía;13006
13006038;Gallego Arriba;13006
13006039;Los Nísperos;13006
13006040;Nueva Esperanza;13006
13006041;Paraíso Sincerín;13006
13006042;Providencia;13006
13006043;Vida Tranquila;13006
13030000;Altos Del Rosario;13030
13030001;El Rubio;13030
13030002;La Pacha;13030
13030003;San Isidro;13030
13030004;Santa Lucía;13030
13042000;Arenal;13042
13042001;Buenavista;13042
13042002;Carnizala;13042
13042003;San Rafael;13042
13042004;La Bonita;13042
13042005;Las Sabanas;13042
13042006;Los Peñones;13042
13042007;Santo Domingo;13042
13042008;Soya;13042
13052000;Arjona;13052
13052001;Puerto Badel (Caño Salado);13052
13052002;Gambote;13052
13052003;Rocha;13052
13052004;Sincerín;13052
13052005;San Rafael De La Cruz;13052
13052006;Cruz Del Vizo;13052
13062000;Arroyohondo;13062
13062001;Machado;13062
13062002;Monroy;13062
13062003;Pilón;13062
13062004;Sato;13062
